,name,strand,Assay title,ontology_curie,biosample_name,biosample_type,biosample_life_stage,transcription_factor,data_source,endedness,genetically_modified,nonzero_mean
399,EFO:0001187 TF ChIP-seq MAZ genetically modified (insertion) using CRISPR targeting H. sapiens MAZ,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,MAZ,encode,single,True,0.9352207779884338
400,EFO:0001187 TF ChIP-seq MBD1 genetically modified (insertion) using CRISPR targeting H. sapiens MBD1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,MBD1,encode,single,True,0.767863929271698
401,EFO:0001187 TF ChIP-seq MED1 genetically modified (insertion) using CRISPR targeting H. sapiens MED1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,MED1,encode,single,True,0.7506836652755737
402,EFO:0001187 TF ChIP-seq MED13 genetically modified (insertion) using CRISPR targeting H. sapiens MED13,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,MED13,encode,single,True,0.9461348056793213
403,EFO:0001187 TF ChIP-seq MEF2A genetically modified (insertion) using CRISPR targeting H. sapiens MEF2A,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,MEF2A,encode,single,True,0.9211391806602478
404,EFO:0001187 TF ChIP-seq MEF2D genetically modified (insertion) using CRISPR targeting H. sapiens MEF2D,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,MEF2D,encode,single,True,0.7733360528945923
405,EFO:0001187 TF ChIP-seq MEIS1 genetically modified (insertion) using CRISPR targeting H. sapiens MEIS1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,MEIS1,encode,single,True,0.8699821829795837
406,EFO:0001187 TF ChIP-seq MEIS2 genetically modified (insertion) using CRISPR targeting H. sapiens MEIS2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,MEIS2,encode,single,True,0.9746242761611938
407,EFO:0001187 TF ChIP-seq MGA genetically modified (insertion) using CRISPR targeting H. sapiens MGA,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,MGA,encode,single,True,0.6775913834571838
408,EFO:0001187 TF ChIP-seq MIER2 genetically modified (insertion) using CRISPR targeting H. sapiens MIER2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,MIER2,encode,single,True,0.8854577541351318
409,EFO:0001187 TF ChIP-seq MIER3 genetically modified (insertion) using CRISPR targeting H. sapiens MIER3,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,MIER3,encode,single,True,1.0941529273986816
410,EFO:0001187 TF ChIP-seq MIXL1 genetically modified (insertion) using CRISPR targeting H. sapiens MIXL1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,MIXL1,encode,single,True,0.9499257802963257
411,EFO:0001187 TF ChIP-seq MLX genetically modified (insertion) using CRISPR targeting H. sapiens MLX,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,MLX,encode,single,True,0.9276852607727051
412,EFO:0001187 TF ChIP-seq MNT,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,MNT,encode,paired,False,0.7852568626403809
413,EFO:0001187 TF ChIP-seq MNX1 genetically modified (insertion) using CRISPR targeting H. sapiens MNX1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,MNX1,encode,single,True,0.8986279964447021
414,EFO:0001187 TF ChIP-seq MTA1 genetically modified (insertion) using CRISPR targeting H. sapiens MTA1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,MTA1,encode,single,True,0.916018009185791
415,EFO:0001187 TF ChIP-seq MTERF2 genetically modified (insertion) using CRISPR targeting MTERF2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,MTERF2,encode,single,True,0.9842692613601685
416,EFO:0001187 TF ChIP-seq MTERF4 genetically modified (insertion) using CRISPR targeting H. sapiens MTERF4,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,MTERF4,encode,single,True,0.8370930552482605
417,EFO:0001187 TF ChIP-seq MTF2 genetically modified (insertion) using CRISPR targeting H. sapiens MTF2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,MTF2,encode,single,True,0.8092882037162781
418,EFO:0001187 TF ChIP-seq MXD1 genetically modified (insertion) using CRISPR targeting H. sapiens MXD1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,MXD1,encode,single,True,0.8651670813560486
419,EFO:0001187 TF ChIP-seq MXD3 genetically modified (insertion) using CRISPR targeting H. sapiens MXD3,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,MXD3,encode,single,True,0.9163497090339661
420,EFO:0001187 TF ChIP-seq MXD4 genetically modified (insertion) using CRISPR targeting H. sapiens MXD4,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,MXD4,encode,single,True,0.8524300456047058
421,EFO:0001187 TF ChIP-seq MXI1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,MXI1,encode,single,False,0.8685661554336548
422,EFO:0001187 TF ChIP-seq MYBL2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,MYBL2,encode,single,False,0.7688246965408325
423,EFO:0001187 TF ChIP-seq MYBL2 genetically modified (insertion) using CRISPR targeting H. sapiens MYBL2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,MYBL2,encode,single,True,0.8381991982460022
424,EFO:0001187 TF ChIP-seq MYC genetically modified (insertion) using CRISPR targeting H. sapiens MYC,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,MYC,encode,single,True,0.975422739982605
425,EFO:0001187 TF ChIP-seq MYPOP genetically modified (insertion) using CRISPR targeting H. sapiens MYPOP,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,MYPOP,encode,single,True,0.7448338270187378
426,EFO:0001187 TF ChIP-seq NACC2 genetically modified (insertion) using CRISPR targeting H. sapiens NACC2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,NACC2,encode,single,True,0.7920827865600586
427,EFO:0001187 TF ChIP-seq NAIF1 genetically modified (insertion) using CRISPR targeting H. sapiens NAIF1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,NAIF1,encode,single,True,0.719649076461792
428,EFO:0001187 TF ChIP-seq NCOA1 genetically modified (insertion) using CRISPR targeting H. sapiens NCOA1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,NCOA1,encode,single,True,0.8247124552726746
429,EFO:0001187 TF ChIP-seq NCOA2 genetically modified (insertion) using CRISPR targeting H. sapiens NCOA2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,NCOA2,encode,single,True,0.7357525825500488
430,EFO:0001187 TF ChIP-seq NCOR1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,NCOR1,encode,single,False,0.8372277617454529
431,EFO:0001187 TF ChIP-seq NFAT5 genetically modified (insertion) using CRISPR targeting H. sapiens NFAT5,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,NFAT5,encode,single,True,0.9975798726081848
432,EFO:0001187 TF ChIP-seq NFE2L2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,NFE2L2,encode,single,False,0.9190858006477356
433,EFO:0001187 TF ChIP-seq NFIA genetically modified (insertion) using CRISPR targeting H. sapiens NFIA,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,NFIA,encode,single,True,0.8611992597579956
434,EFO:0001187 TF ChIP-seq NFIC,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,NFIC,encode,single,False,0.8097487688064575
435,EFO:0001187 TF ChIP-seq NFIL3 genetically modified (insertion) using CRISPR targeting H. sapiens NFIL3,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,NFIL3,encode,single,True,1.0022056102752686
436,EFO:0001187 TF ChIP-seq NFKB2 genetically modified (insertion) using CRISPR targeting H. sapiens NFKB2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,NFKB2,encode,single,True,0.9625778794288635
437,EFO:0001187 TF ChIP-seq NFKBIZ genetically modified (insertion) using CRISPR targeting H. sapiens NFKBIZ,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,NFKBIZ,encode,single,True,1.133967399597168
438,EFO:0001187 TF ChIP-seq NFYA genetically modified (insertion) using CRISPR targeting H. sapiens NFYA,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,NFYA,encode,single,True,0.7736610174179077
439,EFO:0001187 TF ChIP-seq NFYB genetically modified (insertion) using CRISPR targeting H. sapiens NFYB,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,NFYB,encode,single,True,0.8818619251251221
440,EFO:0001187 TF ChIP-seq NFYC genetically modified (insertion) using CRISPR targeting H. sapiens NFYC,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,NFYC,encode,single,True,0.7825515866279602
441,EFO:0001187 TF ChIP-seq NKX3-1 genetically modified (insertion) using CRISPR targeting H. sapiens NKX3-1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,NKX3-1,encode,single,True,0.8665351271629333
442,EFO:0001187 TF ChIP-seq NONO,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,NONO,encode,single,False,1.1426379680633545
443,EFO:0001187 TF ChIP-seq NONO genetically modified (insertion) using CRISPR targeting H. sapiens NONO,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,NONO,encode,single,True,0.7481790781021118
444,EFO:0001187 TF ChIP-seq NR0B2 genetically modified (insertion) using CRISPR targeting H. sapiens NR0B2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,NR0B2,encode,single,True,0.9056433439254761
445,EFO:0001187 TF ChIP-seq NR2C2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,NR2C2,encode,single,False,1.3596266508102417
446,EFO:0001187 TF ChIP-seq NR2C2 genetically modified (insertion) using CRISPR targeting H. sapiens NR2C2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,NR2C2,encode,single,True,0.7738513350486755
447,EFO:0001187 TF ChIP-seq NR2F1 genetically modified (insertion) using CRISPR targeting H. sapiens NR2F1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,NR2F1,encode,paired,True,0.7655856013298035
448,EFO:0001187 TF ChIP-seq NR2F2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,NR2F2,encode,single,False,0.8991380333900452
449,EFO:0001187 TF ChIP-seq NR2F6,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,NR2F6,encode,single,False,0.8041383028030396
450,EFO:0001187 TF ChIP-seq NR2F6 genetically modified (insertion) using CRISPR targeting H. sapiens NR2F6,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,NR2F6,encode,single,True,0.9790191650390625
451,EFO:0001187 TF ChIP-seq NR5A1 genetically modified (insertion) using CRISPR targeting H. sapiens NR5A1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,NR5A1,encode,single,True,0.7186427116394043
452,EFO:0001187 TF ChIP-seq NRF1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,NRF1,encode,single,False,0.9646556973457336
453,EFO:0001187 TF ChIP-seq NRF1 genetically modified (insertion) using CRISPR targeting H. sapiens NRF1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,NRF1,encode,single,True,0.8005531430244446
454,EFO:0001187 TF ChIP-seq NRL genetically modified (insertion) using CRISPR targeting H. sapiens NRL,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,NRL,encode,single,True,0.9735866785049438
455,EFO:0001187 TF ChIP-seq ONECUT1 genetically modified (insertion) using CRISPR targeting H. sapiens ONECUT1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,ONECUT1,encode,single,True,0.790457546710968
456,EFO:0001187 TF ChIP-seq ONECUT2 genetically modified (insertion) using CRISPR targeting H. sapiens ONECUT2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,ONECUT2,encode,single,True,0.9098708629608154
457,EFO:0001187 TF ChIP-seq PATZ1 genetically modified (insertion) using CRISPR targeting H. sapiens PATZ1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,PATZ1,encode,single,True,0.9359710216522217
458,EFO:0001187 TF ChIP-seq PAX8 genetically modified (insertion) using CRISPR targeting H. sapiens PAX8,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,PAX8,encode,single,True,0.9743540287017822
459,EFO:0001187 TF ChIP-seq PAXIP1 genetically modified (insertion) using CRISPR targeting H. sapiens PAXIP1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,PAXIP1,encode,single,True,0.8004417419433594
460,EFO:0001187 TF ChIP-seq PBX2 genetically modified (insertion) using CRISPR targeting H. sapiens PBX2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,PBX2,encode,single,True,0.881749153137207
461,EFO:0001187 TF ChIP-seq PCBP1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,PCBP1,encode,single,False,1.2073887586593628
462,EFO:0001187 TF ChIP-seq PHF20 genetically modified (insertion) using CRISPR targeting H. sapiens PHF20,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,PHF20,encode,single,True,0.769675076007843
463,EFO:0001187 TF ChIP-seq PHF21A genetically modified (insertion) using CRISPR targeting H. sapiens PHF21A,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,PHF21A,encode,single,True,0.6937996745109558
464,EFO:0001187 TF ChIP-seq PHF5A genetically modified (insertion) using CRISPR targeting H. sapiens PHF5A,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,PHF5A,encode,single,True,1.83791983127594
465,EFO:0001187 TF ChIP-seq PHF8 genetically modified (insertion) using CRISPR targeting H. sapiens PHF8,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,PHF8,encode,single,True,0.874377965927124
466,EFO:0001187 TF ChIP-seq PITX1 genetically modified (insertion) using CRISPR targeting H. sapiens PITX1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,PITX1,encode,single,True,0.7807844877243042
467,EFO:0001187 TF ChIP-seq POGK genetically modified (insertion) using CRISPR targeting H. sapiens POGK,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,POGK,encode,single,True,0.8230445384979248
468,EFO:0001187 TF ChIP-seq POGZ genetically modified (insertion) using CRISPR targeting H. sapiens POGZ,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,POGZ,encode,single,True,0.755085289478302
469,EFO:0001187 TF ChIP-seq POLR2A,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,POLR2A,encode,single,False,1.2048081159591675
470,EFO:0001187 TF ChIP-seq POLR2AphosphoS2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,POLR2AphosphoS2,encode,single,False,1.0297231674194336
471,EFO:0001187 TF ChIP-seq POLR2AphosphoS5,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,POLR2AphosphoS5,encode,single,False,0.9985802173614502
472,EFO:0001187 TF ChIP-seq POLR2G,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,POLR2G,encode,single,False,1.722925066947937
473,EFO:0001187 TF ChIP-seq POU2F1 genetically modified (insertion) using CRISPR targeting H. sapiens POU2F1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,POU2F1,encode,single,True,0.8800401091575623
474,EFO:0001187 TF ChIP-seq PPARG genetically modified (insertion) using CRISPR targeting H. sapiens PPARG,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,PPARG,encode,single,True,0.8973637819290161
475,EFO:0001187 TF ChIP-seq PRDM10 genetically modified (insertion) using CRISPR targeting H. sapiens PRDM10,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,PRDM10,encode,single,True,1.074041485786438
476,EFO:0001187 TF ChIP-seq PRDM15 genetically modified (insertion) using CRISPR targeting H. sapiens PRDM15,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,PRDM15,encode,single,True,0.7786188721656799
477,EFO:0001187 TF ChIP-seq PRMT3 genetically modified (insertion) using CRISPR targeting H. sapiens PRMT3,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,PRMT3,encode,single,True,1.0405604839324951
478,EFO:0001187 TF ChIP-seq PROX1 genetically modified (insertion) using CRISPR targeting H. sapiens PROX1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,PROX1,encode,single,True,0.7121201157569885
479,EFO:0001187 TF ChIP-seq RAD21,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,RAD21,encode,single,False,0.7698554992675781
480,EFO:0001187 TF ChIP-seq RAD21 genetically modified (insertion) using CRISPR targeting H. sapiens RAD21,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,RAD21,encode,paired,True,0.7914780378341675
481,EFO:0001187 TF ChIP-seq RAD51,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,RAD51,encode,paired,False,0.8011700510978699
482,EFO:0001187 TF ChIP-seq RARA genetically modified (insertion) using CRISPR targeting H. sapiens RARA,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,RARA,encode,single,True,0.9285250902175903
483,EFO:0001187 TF ChIP-seq RBFOX2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,RBFOX2,encode,single,False,1.998249888420105
484,EFO:0001187 TF ChIP-seq RBM22,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,RBM22,encode,single,False,1.1799737215042114
485,EFO:0001187 TF ChIP-seq RBPJ genetically modified (insertion) using CRISPR targeting H. sapiens RBPJ,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,RBPJ,encode,single,True,0.8219013810157776
486,EFO:0001187 TF ChIP-seq RCOR2 genetically modified (insertion) using CRISPR targeting H. sapiens RCOR2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,RCOR2,encode,single,True,0.9226512312889099
487,EFO:0001187 TF ChIP-seq REL genetically modified (insertion) using CRISPR targeting H. sapiens REL,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,REL,encode,single,True,1.0532374382019043
488,EFO:0001187 TF ChIP-seq REPIN1 genetically modified (insertion) using CRISPR targeting H. sapiens REPIN1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,REPIN1,encode,single,True,0.925352931022644
489,EFO:0001187 TF ChIP-seq RERE genetically modified (insertion) using CRISPR targeting H. sapiens RERE,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,RERE,encode,single,True,1.0478590726852417
490,EFO:0001187 TF ChIP-seq REST,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,REST,encode,single,False,0.7586206793785095
491,EFO:0001187 TF ChIP-seq RFX1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,RFX1,encode,paired,False,0.7884061932563782
492,EFO:0001187 TF ChIP-seq RFX3 genetically modified (insertion) using CRISPR targeting H. sapiens RFX3,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,RFX3,encode,single,True,0.8227242827415466
493,EFO:0001187 TF ChIP-seq RFX5,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,RFX5,encode,single,False,0.9266942739486694
494,EFO:0001187 TF ChIP-seq RFXANK genetically modified (insertion) using CRISPR targeting H. sapiens RFXANK,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,RFXANK,encode,single,True,0.9498895406723022
495,EFO:0001187 TF ChIP-seq RFXAP genetically modified (insertion) using CRISPR targeting H. sapiens RFXAP,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,RFXAP,encode,single,True,0.7844979166984558
496,EFO:0001187 TF ChIP-seq RNF2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,RNF2,encode,paired,False,0.816886305809021
497,EFO:0001187 TF ChIP-seq RREB1 genetically modified (insertion) using CRISPR targeting H. sapiens RREB1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,RREB1,encode,single,True,1.0106076002120972
498,EFO:0001187 TF ChIP-seq RXRA,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,RXRA,encode,single,False,1.197197437286377
499,EFO:0001187 TF ChIP-seq RXRA genetically modified (insertion) using CRISPR targeting H. sapiens RXRA,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,RXRA,encode,single,True,1.1213041543960571
500,EFO:0001187 TF ChIP-seq RXRB genetically modified (insertion) using CRISPR targeting H. sapiens RXRB,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,RXRB,encode,single,True,0.8612909913063049
501,EFO:0001187 TF ChIP-seq SAFB2 genetically modified (insertion) using CRISPR targeting H. sapiens SAFB2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,SAFB2,encode,single,True,1.031803011894226
502,EFO:0001187 TF ChIP-seq SALL1 genetically modified (insertion) using CRISPR targeting H. sapiens SALL1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,SALL1,encode,single,True,0.9423276782035828
503,EFO:0001187 TF ChIP-seq SALL2 genetically modified (insertion) using CRISPR targeting H. sapiens SALL2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,SALL2,encode,single,True,0.9552118182182312
504,EFO:0001187 TF ChIP-seq SAP130 genetically modified (insertion) using CRISPR targeting H. sapiens SAP130,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,SAP130,encode,single,True,1.1284693479537964
505,EFO:0001187 TF ChIP-seq SFPQ genetically modified (insertion) using CRISPR targeting H. sapiens SFPQ,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,SFPQ,encode,single,True,0.7817854881286621
506,EFO:0001187 TF ChIP-seq SIN3A,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,SIN3A,encode,single,False,1.0873051881790161
507,EFO:0001187 TF ChIP-seq SIX1 genetically modified (insertion) using CRISPR targeting H. sapiens SIX1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,SIX1,encode,single,True,0.9503000378608704
508,EFO:0001187 TF ChIP-seq SIX4 genetically modified (insertion) using CRISPR targeting H. sapiens SIX4,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,SIX4,encode,single,True,0.9222257733345032
509,EFO:0001187 TF ChIP-seq SKI,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,SKI,encode,paired,False,0.8008700609207153
